species,class,order,family,mass_kg,brain_size,brain_units,source
Chrysococcyx basalis,Aves,Cuculiformes,Cuculidae,0.0245,0.00064232,kg,AnimalTraits
Chrysococcyx osculans,Aves,Cuculiformes,Cuculidae,0.032,0.00075628,kg,AnimalTraits
Chrysococcyx lucidus,Aves,Cuculiformes,Cuculidae,0.025,0.00071484,kg,AnimalTraits
Chrysococcyx minutillus,Aves,Cuculiformes,Cuculidae,0.017,0.00060088,kg,AnimalTraits
Cacomantis castaneiventris,Aves,Cuculiformes,Cuculidae,0.03,0.0009842,kg,AnimalTraits
Cacomantis flabelliformis,Aves,Cuculiformes,Cuculidae,0.0538,0.00112924,kg,AnimalTraits
Cacomantis variolosus,Aves,Cuculiformes,Cuculidae,0.038,0.00100492,kg,AnimalTraits
Cacomantis pallidus,Aves,Cuculiformes,Cuculidae,0.0905,0.00148148,kg,AnimalTraits
Ninox strenua,Aves,Strigiformes,Strigidae,1.35,0.01185184,kg,AnimalTraits
Ninox rufa,Aves,Strigiformes,Strigidae,0.82,0.00873348,kg,AnimalTraits
Ninox connivens,Aves,Strigiformes,Strigidae,0.522,0.0066304,kg,AnimalTraits
Ninox novaeseelandiae,Aves,Strigiformes,Strigidae,0.234,0.00572908,kg,AnimalTraits
Tyto tenebricosa,Aves,Strigiformes,Tytonidae,0.585,0.0131572,kg,AnimalTraits
Tyto novaehollandiae,Aves,Strigiformes,Tytonidae,0.593,0.00877492,kg,AnimalTraits
Tyto javanica,Aves,Strigiformes,Tytonidae,0.36,0.00674436,kg,AnimalTraits
Tyto longimembris,Aves,Strigiformes,Tytonidae,0.3715,0.00541828,kg,AnimalTraits
Ceyx azureus,Aves,Coraciiformes,Alcedinidae,0.035,0.00101528,kg,AnimalTraits
Tanysiptera sylvia,Aves,Coraciiformes,Alcedinidae,0.047,0.00118104,kg,AnimalTraits
Dacelo novaeguineae,Aves,Coraciiformes,Alcedinidae,0.281,0.00446516,kg,AnimalTraits
Dacelo leachii,Aves,Coraciiformes,Alcedinidae,0.31,0.00438228,kg,AnimalTraits
Syma torotoro,Aves,Coraciiformes,Alcedinidae,0.0395,0.00114996,kg,AnimalTraits
Todiramphus macleayii,Aves,Coraciiformes,Alcedinidae,0.038,0.00110852,kg,AnimalTraits
Todiramphus pyrrhopygius,Aves,Coraciiformes,Alcedinidae,0.0555,0.00117068,kg,AnimalTraits
Todiramphus sanctus,Aves,Coraciiformes,Alcedinidae,0.0515,0.00106708,kg,AnimalTraits
Todiramphus chloris,Aves,Coraciiformes,Alcedinidae,0.067,0.00138824,kg,AnimalTraits
Merops ornatus,Aves,Coraciiformes,Meropidae,0.031,0.00064232,kg,AnimalTraits
Eurystomus orientalis,Aves,Coraciiformes,Coraciidae,0.1875,0.00205128,kg,AnimalTraits
Pitta versicolor,Aves,Passeriformes,Pittidae,0.1,0.00193732,kg,AnimalTraits
Menura novaehollandiae,Aves,Passeriformes,Menuridae,1.024,0.01109556,kg,AnimalTraits
Atrichornis clamosus,Aves,Passeriformes,Atrichorniithidae,0.043,0.0017612,kg,AnimalTraits
Cormobates leucophaea,Aves,Passeriformes,Climacteridae,0.0207,0.00083916,kg,AnimalTraits
Climacteris erythrops,Aves,Passeriformes,Climacteridae,0.023,0.00091168,kg,AnimalTraits
Climacteris picumnus,Aves,Passeriformes,Climacteridae,0.0318,0.001036,kg,AnimalTraits
Climacteris melanura,Aves,Passeriformes,Climacteridae,0.032,0.00089096,kg,AnimalTraits
Climacteris rufa,Aves,Passeriformes,Climacteridae,0.033,0.00106708,kg,AnimalTraits
Ailuroedus maculosus,Aves,Passeriformes,Ptilonorhynchidae,0.1692,0.0045584,kg,AnimalTraits
Ailuroedus crassirostris,Aves,Passeriformes,Ptilonorhynchidae,0.21,0.00415436,kg,AnimalTraits
Scenopoeetes dentirostris,Aves,Passeriformes,Ptilonorhynchidae,0.1655,0.003626,kg,AnimalTraits
Amblyornis newtonianus,Aves,Passeriformes,Ptilonorhynchidae,0.079,0.0024864,kg,AnimalTraits
Sericulus chrysocephalus,Aves,Passeriformes,Ptilonorhynchidae,0.104,0.00346024,kg,AnimalTraits
Ptilonorhynchus violaceus,Aves,Passeriformes,Ptilonorhynchidae,0.198,0.00488992,kg,AnimalTraits
Ptilonorhynchus maculatus,Aves,Passeriformes,Ptilonorhynchidae,0.147,0.0037814,kg,AnimalTraits
Ptilonorhynchus nuchalis,Aves,Passeriformes,Ptilonorhynchidae,0.2,0.00519036,kg,AnimalTraits
Malurus cyaneus,Aves,Passeriformes,Maluridae,0.0106,0.00048692,kg,AnimalTraits
Malurus splendens,Aves,Passeriformes,Maluridae,0.0092,0.0004662,kg,AnimalTraits
Malurus coronatus,Aves,Passeriformes,Maluridae,0.0105,0.00049728,kg,AnimalTraits
Malurus melanocephalus,Aves,Passeriformes,Maluridae,0.0073,0.0004662,kg,AnimalTraits
Malurus leucopterus,Aves,Passeriformes,Maluridae,0.0075,0.00040404,kg,AnimalTraits
Malurus lamberti,Aves,Passeriformes,Maluridae,0.008,0.00047656,kg,AnimalTraits
Malurus pulcherrimus,Aves,Passeriformes,Maluridae,0.00925,0.00043512,kg,AnimalTraits
Malurus elegans,Aves,Passeriformes,Maluridae,0.00975,0.00059052,kg,AnimalTraits
Stipiturus malachurus,Aves,Passeriformes,Maluridae,0.0076,0.0004144,kg,AnimalTraits
Amytornis goyderi,Aves,Passeriformes,Maluridae,0.017,0.00080808,kg,AnimalTraits
Dasyornis brachypterus,Aves,Passeriformes,Dasyornithidae,0.045,0.0015022,kg,AnimalTraits
Dasyornis broadbenti,Aves,Passeriformes,Dasyornithidae,0.074,0.00194768,kg,AnimalTraits
Pycnoptilus floccosus,Aves,Passeriformes,Acanthizidae,0.0292,0.00122248,kg,AnimalTraits
Origma solitaria,Aves,Passeriformes,Acanthizidae,0.0145,0.0008806,kg,AnimalTraits
Sericornis citreogularis,Aves,Passeriformes,Acanthizidae,0.0169,0.00081844,kg,AnimalTraits
Sericornis frontalis,Aves,Passeriformes,Acanthizidae,0.013,0.00078736,kg,AnimalTraits
Sericornis magnirostra,Aves,Passeriformes,Acanthizidae,0.01,0.0006216,kg,AnimalTraits
Hylacola pyrrhopygia,Aves,Passeriformes,Acanthizidae,0.017,0.00106708,kg,AnimalTraits
Hylacola cauta,Aves,Passeriformes,Acanthizidae,0.0147,0.00083916,kg,AnimalTraits
Calamanthus fuliginosus,Aves,Passeriformes,Acanthizidae,0.0208,0.0007252,kg,AnimalTraits
Calamanthus campestris,Aves,Passeriformes,Acanthizidae,0.014,0.00066304,kg,AnimalTraits
Pyrrholaemus brunneus,Aves,Passeriformes,Acanthizidae,0.012,0.00059052,kg,AnimalTraits
Chthonicola sagittata,Aves,Passeriformes,Acanthizidae,0.0135,0.0006216,kg,AnimalTraits
Smicrornis brevirostris,Aves,Passeriformes,Acanthizidae,0.0057,0.00030044,kg,AnimalTraits
Gerygone fusca,Aves,Passeriformes,Acanthizidae,0.006,0.00035224,kg,AnimalTraits
Gerygone magnirostris,Aves,Passeriformes,Acanthizidae,0.007,0.00043512,kg,AnimalTraits
Gerygone chloronota,Aves,Passeriformes,Acanthizidae,0.0065,0.00037296,kg,AnimalTraits
Acanthiza lineata,Aves,Passeriformes,Acanthizidae,0.0073,0.00052836,kg,AnimalTraits
Acanthiza nana,Aves,Passeriformes,Acanthizidae,0.0065,0.00037296,kg,AnimalTraits
Acanthiza chrysorrhoa,Aves,Passeriformes,Acanthizidae,0.0091,0.00044548,kg,AnimalTraits
Acanthiza uropygialis,Aves,Passeriformes,Acanthizidae,0.006,0.00037296,kg,AnimalTraits
Acanthiza reguloides,Aves,Passeriformes,Acanthizidae,0.0074,0.00040404,kg,AnimalTraits
Acanthiza inornata,Aves,Passeriformes,Acanthizidae,0.007,0.00045584,kg,AnimalTraits
Acanthiza ewingii,Aves,Passeriformes,Acanthizidae,0.007,0.00065268,kg,AnimalTraits
Acanthiza pusilla,Aves,Passeriformes,Acanthizidae,0.0074,0.0004662,kg,AnimalTraits
Aphelocephala leucopsis,Aves,Passeriformes,Acanthizidae,0.0125,0.00055944,kg,AnimalTraits
Aphelocephala nigricincta,Aves,Passeriformes,Acanthizidae,0.011,0.00048692,kg,AnimalTraits
Pardalotus punctatus,Aves,Passeriformes,Pardalotidae,0.009,0.0004144,kg,AnimalTraits
Pardalotus striatus,Aves,Passeriformes,Pardalotidae,0.0106,0.00053872,kg,AnimalTraits
Acanthorhynchus tenuirostris,Aves,Passeriformes,Meliphagidae,0.011,0.00049728,kg,AnimalTraits
Certhionyx variegatus,Aves,Passeriformes,Meliphagidae,0.027,0.00087024,kg,AnimalTraits
Meliphaga lewinii,Aves,Passeriformes,Meliphagidae,0.0333,0.00121212,kg,AnimalTraits
Meliphaga notata,Aves,Passeriformes,Meliphagidae,0.026,0.00090132,kg,AnimalTraits
Meliphaga gracilis,Aves,Passeriformes,Meliphagidae,0.015,0.0006734,kg,AnimalTraits
Lichenostomus frenatus,Aves,Passeriformes,Meliphagidae,0.035,0.00107744,kg,AnimalTraits
Lichenostomus hindwoodi,Aves,Passeriformes,Meliphagidae,0.02345,0.00092204,kg,AnimalTraits
Lichenostomus chrysops,Aves,Passeriformes,Meliphagidae,0.01625,0.00074592,kg,AnimalTraits
Lichenostomus virescens,Aves,Passeriformes,Meliphagidae,0.0253,0.00095312,kg,AnimalTraits
Lichenostomus unicolor,Aves,Passeriformes,Meliphagidae,0.031,0.00084952,kg,AnimalTraits
Lichenostomus flavus,Aves,Passeriformes,Meliphagidae,0.022,0.00073556,kg,AnimalTraits
Lichenostomus leucotis,Aves,Passeriformes,Meliphagidae,0.0224,0.00092204,kg,AnimalTraits
Lichenostomus melanops,Aves,Passeriformes,Meliphagidae,0.0267,0.00095312,kg,AnimalTraits
Lichenostomus cratitius,Aves,Passeriformes,Meliphagidae,0.02,0.00095312,kg,AnimalTraits
Lichenostomus keartlandi,Aves,Passeriformes,Meliphagidae,0.015,0.00071484,kg,AnimalTraits
Lichenostomus ornatus,Aves,Passeriformes,Meliphagidae,0.017,0.000777,kg,AnimalTraits
Lichenostomus plumulus,Aves,Passeriformes,Meliphagidae,0.0167,0.00089096,kg,AnimalTraits
Lichenostomus fuscus,Aves,Passeriformes,Meliphagidae,0.0172,0.00075628,kg,AnimalTraits
Lichenostomus flavescens,Aves,Passeriformes,Meliphagidae,0.0138,0.00053872,kg,AnimalTraits
Lichenostomus penicillatus,Aves,Passeriformes,Meliphagidae,0.0177,0.00085988,kg,AnimalTraits
Purnella albifrons,Aves,Passeriformes,Meliphagidae,0.0175,0.00074592,kg,AnimalTraits
Manorina melanophrys,Aves,Passeriformes,Meliphagidae,0.03,0.00118104,kg,AnimalTraits
Manorina melanocephala,Aves,Passeriformes,Meliphagidae,0.068,0.00192696,kg,AnimalTraits
Manorina flavigula,Aves,Passeriformes,Meliphagidae,0.0603,0.00141932,kg,AnimalTraits
Acanthagenys rufogularis,Aves,Passeriformes,Meliphagidae,0.05,0.00120176,kg,AnimalTraits
Anthochaera chrysoptera,Aves,Passeriformes,Meliphagidae,0.072,0.0017612,kg,AnimalTraits
Anthochaera phrygia,Aves,Passeriformes,Meliphagidae,0.042,0.00106708,kg,AnimalTraits
Anthochaera carunculata,Aves,Passeriformes,Meliphagidae,0.1094,0.0022792,kg,AnimalTraits
Ramsayornis modestus,Aves,Passeriformes,Meliphagidae,0.011,0.00052836,kg,AnimalTraits
Conopophila albogularis,Aves,Passeriformes,Meliphagidae,0.012,0.00053872,kg,AnimalTraits
Conopophila rufogularis,Aves,Passeriformes,Meliphagidae,0.011,0.00045584,kg,AnimalTraits
Epthianura tricolor,Aves,Passeriformes,Meliphagidae,0.011,0.00045584,kg,AnimalTraits
Epthianura aurifrons,Aves,Passeriformes,Meliphagidae,0.011,0.00044548,kg,AnimalTraits
Epthianura albifrons,Aves,Passeriformes,Meliphagidae,0.013,0.00054908,kg,AnimalTraits
Ashbyia lovensis,Aves,Passeriformes,Meliphagidae,0.018,0.00069412,kg,AnimalTraits
Sugomel niger,Aves,Passeriformes,Meliphagidae,0.0095,0.00038332,kg,AnimalTraits
Myzomela obscura,Aves,Passeriformes,Meliphagidae,0.013,0.00052836,kg,AnimalTraits
Myzomela sanguinolenta,Aves,Passeriformes,Meliphagidae,0.008,0.00035224,kg,AnimalTraits
Gliciphila melanops,Aves,Passeriformes,Meliphagidae,0.018,0.00064232,kg,AnimalTraits
Cissomela pectoralis,Aves,Passeriformes,Meliphagidae,0.0095,0.00044548,kg,AnimalTraits
Lichmera indistincta,Aves,Passeriformes,Meliphagidae,0.0103,0.00052836,kg,AnimalTraits
Phylidonyris novaehollandiae,Aves,Passeriformes,Meliphagidae,0.0204,0.0009324,kg,AnimalTraits
Phylidonyris niger,Aves,Passeriformes,Meliphagidae,0.0185,0.0008288,kg,AnimalTraits
Trichodere cockerelli,Aves,Passeriformes,Meliphagidae,0.015,0.0006734,kg,AnimalTraits
Melithreptus validirostris,Aves,Passeriformes,Meliphagidae,0.025,0.00132608,kg,AnimalTraits
Melithreptus brevirostris,Aves,Passeriformes,Meliphagidae,0.0154,0.00070448,kg,AnimalTraits
Melithreptus albogularis,Aves,Passeriformes,Meliphagidae,0.012,0.00065268,kg,AnimalTraits
Melithreptus lunatus,Aves,Passeriformes,Meliphagidae,0.014,0.0006216,kg,AnimalTraits
Entomyzon cyanotis,Aves,Passeriformes,Meliphagidae,0.1033,0.00231028,kg,AnimalTraits
Philemon buceroides,Aves,Passeriformes,Meliphagidae,0.1109,0.0022274,kg,AnimalTraits
Philemon argenticeps,Aves,Passeriformes,Meliphagidae,0.0874,0.0017612,kg,AnimalTraits
Philemon corniculatus,Aves,Passeriformes,Meliphagidae,0.1,0.00205128,kg,AnimalTraits
Philemon citreogularis,Aves,Passeriformes,Meliphagidae,0.0622,0.00163688,kg,AnimalTraits
Xanthotis macleayana,Aves,Passeriformes,Meliphagidae,0.032,0.00094276,kg,AnimalTraits
Xanthotis flaviventer,Aves,Passeriformes,Meliphagidae,0.035,0.0010878,kg,AnimalTraits
Plectorhyncha lanceolata,Aves,Passeriformes,Meliphagidae,0.04,0.00112924,kg,AnimalTraits
Grantiella picta,Aves,Passeriformes,Meliphagidae,0.0215,0.0007252,kg,AnimalTraits
Pomatostomus temporalis,Aves,Passeriformes,Pomatostomidae,0.0695,0.0019684,kg,AnimalTraits
Pomatostomus halli,Aves,Passeriformes,Pomatostomidae,0.04,0.0016576,kg,AnimalTraits
Pomatostomus superciliosus,Aves,Passeriformes,Pomatostomidae,0.041,0.00157472,kg,AnimalTraits
Pomatostomus ruficeps,Aves,Passeriformes,Pomatostomidae,0.055,0.0024346,kg,AnimalTraits
Orthonyx temminckii,Aves,Passeriformes,Orthonychidae,0.059,0.00182336,kg,AnimalTraits
Orthonyx spaldingii,Aves,Passeriformes,Orthonychidae,0.1492,0.0030044,kg,AnimalTraits
Cinclosoma punctatum,Aves,Passeriformes,Psophodidae,0.1116,0.00218596,kg,AnimalTraits
Cinclosoma cinnamomeum,Aves,Passeriformes,Psophodidae,0.0568,0.00152292,kg,AnimalTraits
Psophodes olivaceus,Aves,Passeriformes,Psophodidae,0.0599,0.00225848,kg,AnimalTraits
Psophodes cristatus,Aves,Passeriformes,Psophodidae,0.04,0.0014504,kg,AnimalTraits
Psophodes occidentalis,Aves,Passeriformes,Psophodidae,0.039,0.00137788,kg,AnimalTraits
Daphoenositta chrysoptera,Aves,Passeriformes,Neosittidae,0.0118,0.00063196,kg,AnimalTraits
Coracina maxima,Aves,Passeriformes,Campephagidae,0.1395,0.0022792,kg,AnimalTraits
Coracina novaehollandiae,Aves,Passeriformes,Campephagidae,0.115,0.0024864,kg,AnimalTraits
Coracina papuensis,Aves,Passeriformes,Campephagidae,0.0657,0.00210308,kg,AnimalTraits
Coracina tenuirostris,Aves,Passeriformes,Campephagidae,0.0666,0.00178192,kg,AnimalTraits
Lalage sueurii,Aves,Passeriformes,Campephagidae,0.0275,0.00090132,kg,AnimalTraits
Falcunculus frontatus,Aves,Passeriformes,Pachycephalidae,0.028,0.00128464,kg,AnimalTraits
Pachycephala olivacea,Aves,Passeriformes,Pachycephalidae,0.04,0.00153328,kg,AnimalTraits
Pachycephala rufogularis,Aves,Passeriformes,Pachycephalidae,0.037,0.00112924,kg,AnimalTraits
Pachycephala pectoralis,Aves,Passeriformes,Pachycephalidae,0.0274,0.00116032,kg,AnimalTraits
Pachycephala simplex,Aves,Passeriformes,Pachycephalidae,0.0175,0.00085988,kg,AnimalTraits
Pachycephala rufiventris,Aves,Passeriformes,Pachycephalidae,0.0226,0.00106708,kg,AnimalTraits
Colluricincla megarhyncha,Aves,Passeriformes,Pachycephalidae,0.0372,0.00138824,kg,AnimalTraits
Colluricincla harmonica,Aves,Passeriformes,Pachycephalidae,0.0676,0.002072,kg,AnimalTraits
Oreoica gutturalis,Aves,Passeriformes,Oreoicidae,0.0633,0.00173012,kg,AnimalTraits
Sphecotheres vieilloti,Aves,Passeriformes,Oriolidae,0.1226,0.00232064,kg,AnimalTraits
Oriolus flavocinctus,Aves,Passeriformes,Oriolidae,0.0977,0.0021756,kg,AnimalTraits
Oriolus sagittatus,Aves,Passeriformes,Oriolidae,0.095,0.00203056,kg,AnimalTraits
Artamus leucorynchus,Aves,Passeriformes,Artamidae,0.041,0.00111888,kg,AnimalTraits
Artamus personatus,Aves,Passeriformes,Artamidae,0.0347,0.00106708,kg,AnimalTraits
Artamus superciliosus,Aves,Passeriformes,Artamidae,0.035,0.00107744,kg,AnimalTraits
Artamus cinereus,Aves,Passeriformes,Artamidae,0.0377,0.00095312,kg,AnimalTraits
Artamus cyanopterus,Aves,Passeriformes,Artamidae,0.035,0.001036,kg,AnimalTraits
Artamus minor,Aves,Passeriformes,Artamidae,0.017,0.00053872,kg,AnimalTraits
Melloria quoyi,Aves,Passeriformes,Artamidae,0.1744,0.0036778,kg,AnimalTraits
Cracticus torquatus,Aves,Passeriformes,Artamidae,0.0907,0.00288008,kg,AnimalTraits
Cracticus nigrogularis,Aves,Passeriformes,Artamidae,0.1241,0.00312872,kg,AnimalTraits
Cracticus tibicen,Aves,Passeriformes,Artamidae,0.2798,0.0048174,kg,AnimalTraits
Strepera graculina,Aves,Passeriformes,Artamidae,0.3048,0.00553224,kg,AnimalTraits
Strepera fuliginosa,Aves,Passeriformes,Artamidae,0.3604,0.0059052,kg,AnimalTraits
Strepera versicolor,Aves,Passeriformes,Artamidae,0.3845,0.00618492,kg,AnimalTraits
Dicrurus bracteatus,Aves,Passeriformes,Dicruridae,0.0826,0.0018648,kg,AnimalTraits
Rhipidura rufifrons,Aves,Passeriformes,Rhipiduridae,0.0097,0.00037296,kg,AnimalTraits
Rhipidura albiscapa,Aves,Passeriformes,Rhipiduridae,0.0078,0.00035224,kg,AnimalTraits
Rhipidura rufiventris,Aves,Passeriformes,Rhipiduridae,0.014,0.0005698,kg,AnimalTraits
Rhipidura leucophrys,Aves,Passeriformes,Rhipiduridae,0.0207,0.00060088,kg,AnimalTraits
Corvus coronoides,Aves,Passeriformes,Corvidae,0.6344,0.01018388,kg,AnimalTraits
Corvus mellori,Aves,Passeriformes,Corvidae,0.53,0.008806,kg,AnimalTraits
Corvus bennetti,Aves,Passeriformes,Corvidae,0.4,0.00667184,kg,AnimalTraits
Corvus orru,Aves,Passeriformes,Corvidae,0.5819,0.00923076,kg,AnimalTraits
Myiagra rubecula,Aves,Passeriformes,Monarchidae,0.0126,0.00055944,kg,AnimalTraits
Myiagra cyanoleuca,Aves,Passeriformes,Monarchidae,0.017,0.00065268,kg,AnimalTraits
Myiagra alecto,Aves,Passeriformes,Monarchidae,0.0205,0.00075628,kg,AnimalTraits
Myiagra inquieta,Aves,Passeriformes,Monarchidae,0.017,0.00078736,kg,AnimalTraits
Carterornis leucotis,Aves,Passeriformes,Monarchidae,0.0121,0.00053872,kg,AnimalTraits
Monarcha melanopsis,Aves,Passeriformes,Monarchidae,0.023,0.00095312,kg,AnimalTraits
Symposiarchus trivirgatus,Aves,Passeriformes,Monarchidae,0.0131,0.00065268,kg,AnimalTraits
Grallina cyanoleuca,Aves,Passeriformes,Monarchidae,0.088,0.00174048,kg,AnimalTraits
Arses telescophthalmus,Aves,Passeriformes,Monarchidae,0.013,0.00064232,kg,AnimalTraits
Corcorax melanorhamphos,Aves,Passeriformes,Corcoracidae,0.36,0.0053872,kg,AnimalTraits
Struthidea cinerea,Aves,Passeriformes,Corcoracidae,0.135,0.00308728,kg,AnimalTraits
Ptiloris paradiseus,Aves,Passeriformes,Paradisaeidae,0.12,0.00288008,kg,AnimalTraits
Ptiloris victoriae,Aves,Passeriformes,Paradisaeidae,0.0965,0.00263144,kg,AnimalTraits
Ptiloris magnificus,Aves,Passeriformes,Paradisaeidae,0.134,0.0029008,kg,AnimalTraits
Microeca fascinans,Aves,Passeriformes,Petroicidae,0.0145,0.00055944,kg,AnimalTraits
Microeca flavigaster,Aves,Passeriformes,Petroicidae,0.0123,0.00052836,kg,AnimalTraits
Petroica boodang,Aves,Passeriformes,Petroicidae,0.0133,0.00053872,kg,AnimalTraits
Petroica goodenovii,Aves,Passeriformes,Petroicidae,0.009,0.00038332,kg,AnimalTraits
Petroica phoenicea,Aves,Passeriformes,Petroicidae,0.013,0.00050764,kg,AnimalTraits
Petroica rosea,Aves,Passeriformes,Petroicidae,0.008,0.00044548,kg,AnimalTraits
Petroica rodinogaster,Aves,Passeriformes,Petroicidae,0.0099,0.00050764,kg,AnimalTraits
Melanodryas cucullata,Aves,Passeriformes,Petroicidae,0.0209,0.0008288,kg,AnimalTraits
Melanodryas vittata,Aves,Passeriformes,Petroicidae,0.027,0.001036,kg,AnimalTraits
Tregellasia capito,Aves,Passeriformes,Petroicidae,0.0136,0.00079772,kg,AnimalTraits
Tregellasia leucops,Aves,Passeriformes,Petroicidae,0.0148,0.00061124,kg,AnimalTraits
Eopsaltria australis,Aves,Passeriformes,Petroicidae,0.0199,0.00089096,kg,AnimalTraits
Eopsaltria griseogularis,Aves,Passeriformes,Petroicidae,0.0201,0.00085988,kg,AnimalTraits
Eopsaltria georgiana,Aves,Passeriformes,Petroicidae,0.0185,0.000777,kg,AnimalTraits
Peneonanthe pulverulenta,Aves,Passeriformes,Petroicidae,0.02,0.00085988,kg,AnimalTraits
Heteromyias cinereifrons,Aves,Passeriformes,Petroicidae,0.035,0.0010878,kg,AnimalTraits
Poecilodryas superciliosa,Aves,Passeriformes,Petroicidae,0.0179,0.00095312,kg,AnimalTraits
Poecilodryas cerviniventris,Aves,Passeriformes,Petroicidae,0.0199,0.00074592,kg,AnimalTraits
Drymodes brunneopygia,Aves,Passeriformes,Petroicidae,0.0335,0.0009842,kg,AnimalTraits
Mirafra javanica,Aves,Passeriformes,Petroicidae,0.0225,0.00075628,kg,AnimalTraits
Cisticola exilis,Aves,Passeriformes,Cisticolidae,0.0075,0.00040404,kg,AnimalTraits
Acrocephalus orientalis,Aves,Passeriformes,Acrocephalidae,0.0173,0.00094276,kg,AnimalTraits
Megalurus gramineus,Aves,Passeriformes,Locustellidae,0.0135,0.00058016,kg,AnimalTraits
Megalurus mathewsi,Aves,Passeriformes,Locustellidae,0.029,0.0009324,kg,AnimalTraits
Megalurus cruralis,Aves,Passeriformes,Locustellidae,0.0515,0.00116032,kg,AnimalTraits
Zosterops lateralis,Aves,Passeriformes,Zosteropidae,0.0118,0.00048692,kg,AnimalTraits
Cheramoeca leucosterna,Aves,Passeriformes,Hirundinidae,0.0141,0.00042476,kg,AnimalTraits
Hirundo rustica,Aves,Passeriformes,Hirundinidae,0.017,0.0005698,kg,AnimalTraits
Hirundo neoxena,Aves,Passeriformes,Hirundinidae,0.015,0.00049728,kg,AnimalTraits
Petrochelidon ariel,Aves,Passeriformes,Hirundinidae,0.0105,0.00037296,kg,AnimalTraits
Petrochelidon nigricans,Aves,Passeriformes,Hirundinidae,0.0167,0.00053872,kg,AnimalTraits
Zoothera lunulata,Aves,Passeriformes,Turdidae,0.1083,0.00223776,kg,AnimalTraits
Zoothera heinei,Aves,Passeriformes,Turdidae,0.085,0.0018648,kg,AnimalTraits
Dicaeum hirundinaceum,Aves,Passeriformes,Dicaeidae,0.009,0.00038332,kg,AnimalTraits
Cinnyris jugularis,Aves,Passeriformes,Nectariniidae,0.009,0.0004144,kg,AnimalTraits
Taeniopygia guttata,Aves,Passeriformes,Estrildidae,0.012,0.00045584,kg,AnimalTraits
Taeniopygia bichenovii,Aves,Passeriformes,Estrildidae,0.009,0.0004144,kg,AnimalTraits
Poephila acuticauda,Aves,Passeriformes,Estrildidae,0.0145,0.00052836,kg,AnimalTraits
Poephila cincta,Aves,Passeriformes,Estrildidae,0.015,0.00048692,kg,AnimalTraits
Poephila personata,Aves,Passeriformes,Estrildidae,0.0125,0.000518,kg,AnimalTraits
Neochmia phaeton,Aves,Passeriformes,Estrildidae,0.0099,0.000518,kg,AnimalTraits
Neochmia temporalis,Aves,Passeriformes,Estrildidae,0.0094,0.00053872,kg,AnimalTraits
Stagonopleura bella,Aves,Passeriformes,Estrildidae,0.014,0.00066304,kg,AnimalTraits
Erythrura trichroa,Aves,Passeriformes,Estrildidae,0.0145,0.00060088,kg,AnimalTraits
Erythrura gouldiae,Aves,Passeriformes,Estrildidae,0.0145,0.00054908,kg,AnimalTraits
Anthus novaeseelandiae,Aves,Passeriformes,Motacillidae,0.0264,0.00087024,kg,AnimalTraits
Motacilla sp.,Aves,Passeriformes,Motacillidae,0.023,0.0005698,kg,AnimalTraits
Haematopus longirostris,Aves,Charadriiformes,Haematopodidae,0.6781,0.00473452,kg,AnimalTraits
Haematopus fuliginosus,Aves,Charadriiformes,Haematopodidae,0.7594,0.00539756,kg,AnimalTraits
Himantopus himantopus,Aves,Charadriiformes,Recurvirostridae,0.1744,0.0019684,kg,AnimalTraits
Recurvirostra novaehollandiae,Aves,Charadriiformes,Recurvirostridae,0.3244,0.002072,kg,AnimalTraits
Pluvialis fulva,Aves,Charadriiformes,Charadriidae,0.1291,0.00199948,kg,AnimalTraits
Pluvialis squatarola,Aves,Charadriiformes,Charadriidae,0.2752,0.0026418,kg,AnimalTraits
Charadrius ruficapillus,Aves,Charadriiformes,Charadriidae,0.0375,0.00084952,kg,AnimalTraits
Charadrius bicinctus,Aves,Charadriiformes,Charadriidae,0.0586,0.00114996,kg,AnimalTraits
Elseyornis melanops,Aves,Charadriiformes,Charadriidae,0.0303,0.00087024,kg,AnimalTraits
Thinornis rubricollis,Aves,Charadriiformes,Charadriidae,0.1008,0.00117068,kg,AnimalTraits
Erythrogonys cinctus,Aves,Charadriiformes,Charadriidae,0.0484,0.00100492,kg,AnimalTraits
Vanellus tricolor,Aves,Charadriiformes,Charadriidae,0.1842,0.00247604,kg,AnimalTraits
Vanellus miles,Aves,Charadriiformes,Charadriidae,0.3598,0.0029526,kg,AnimalTraits
Gallinago hardwickii,Aves,Charadriiformes,Scolopacidae,0.1537,0.0020202,kg,AnimalTraits
Limosa lapponica,Aves,Charadriiformes,Scolopacidae,0.3336,0.00286972,kg,AnimalTraits
Numenius phaeopus,Aves,Charadriiformes,Scolopacidae,0.3801,0.00324268,kg,AnimalTraits
Numenius madagascariensis,Aves,Charadriiformes,Scolopacidae,0.7641,0.0048692,kg,AnimalTraits
Actitis hypoleucos,Aves,Charadriiformes,Scolopacidae,0.0433,0.00089096,kg,AnimalTraits
Tringa brevipes,Aves,Charadriiformes,Scolopacidae,0.1237,0.00140896,kg,AnimalTraits
Tringa nebularia,Aves,Charadriiformes,Scolopacidae,0.1735,0.0019166,kg,AnimalTraits
Tringa stagnatilis,Aves,Charadriiformes,Scolopacidae,0.0703,0.00105672,kg,AnimalTraits
